E,pt,eta,phi
245434.0,64965.2,-2.00095,-1.69305
792353.0,758156.0,-0.277972,1.29439
165741.0,118746.0,0.858024,-1.40368
52007.7,49780.7,-0.221471,0.587083
50068.4,35231.9,0.848136,0.0834214
34680.7,32718.5,-0.305883,2.63958
563917.0,548682.0,-0.211551,0.306897
113557.0,67424.4,1.09784,3.07087
268085.0,24702.6,3.07524,-0.560486
997544.0,941623.0,-0.339468,0.608988
265741.0,256644.0,-0.19586,2.93887
68392.4,38892.4,-1.16054,0.301652
820924.0,779389.0,-0.316509,2.72824
31522.0,25080.4,-0.702196,1.9648
1260700.0,347332.0,-1.9622,1.60044
2292990.0,154799.0,-3.38748,-2.99601
131709.0,124030.0,0.328541,0.865083
429291.0,52920.5,-2.78238,1.72544
848438.0,813089.0,0.269486,1.37016
45057.2,41468.5,-0.379404,2.70854
59729.2,40348.0,-0.936231,0.868086
471440.0,375617.0,0.695481,1.08746
128220.0,113831.0,0.485498,0.00317448
96696.4,87805.0,0.420027,3.06032
247374.0,59827.4,2.09648,-2.21904
527480.0,442504.0,0.606585,0.0862147
415890.0,91426.2,2.19506,2.53262
94289.8,66079.1,0.891625,-2.6979
1283610.0,1214520.0,-0.252954,-2.43947
475675.0,463604.0,0.196798,-1.99032
160819.0,35175.2,2.19988,-1.56633
1132310.0,777276.0,-0.919355,2.50231
342515.0,195160.0,-1.1489,-0.044022
345608.0,26078.8,3.2757,2.66504
787404.0,751071.0,-0.290097,-0.940946
144480.0,24487.2,-2.46053,-1.44466
757068.0,716977.0,0.329674,-1.65428
54270.0,41142.2,-0.777101,0.482499
43833.8,30083.2,-0.912773,2.92663
1092540.0,1045790.0,0.162318,-0.549005
501210.0,184102.0,-1.65298,-0.934552
122329.0,73425.4,1.08983,2.15326
295856.0,58223.0,-2.30803,-2.37985
495937.0,55652.0,2.87726,-2.46983
324988.0,306465.0,-0.322002,2.82509
251893.0,229519.0,0.401423,-2.09025
177709.0,166085.0,-0.354685,1.59468
63073.1,62445.8,-0.0342021,-2.71201
95712.6,24094.8,2.05215,3.09109
728279.0,707740.0,-0.0610573,-1.77838
192548.0,166369.0,-0.534187,1.75186
1121410.0,856635.0,-0.741948,1.95435
2137930.0,184939.0,-3.13883,-1.79752
541672.0,298371.0,1.20283,-1.88311
722830.0,255557.0,1.69916,2.76032
169700.0,50008.8,1.89155,-2.74753
253574.0,46660.0,-2.37644,0.563227
45172.1,31010.5,0.91598,2.98924
775036.0,726368.0,-0.353035,1.68658
690876.0,37071.0,-3.61747,-0.7729
1577530.0,712473.0,-1.4312,3.01912
87542.3,82373.2,-0.284547,2.61821
104317.0,76241.0,0.795367,0.0383595
420369.0,336931.0,-0.683566,2.38237
378215.0,129257.0,-1.73102,-2.93053
459709.0,110831.0,2.10047,-0.860836
234147.0,26268.0,2.87752,-2.02703
781464.0,769230.0,-0.121016,-0.21085
105168.0,88878.7,-0.574685,-3.12613
101017.0,23462.7,2.13791,-2.317
706686.0,578472.0,-0.641783,-1.33037
433924.0,149263.0,-1.728,2.97527
41470.5,29100.3,-0.889315,-1.98051
539023.0,427360.0,0.701956,0.869954
458849.0,166405.0,1.67185,-2.59696
84682.7,72126.9,-0.541917,-0.739389
126036.0,50317.0,1.56728,-1.51638
592612.0,448842.0,-0.778506,-2.72375
146045.0,143812.0,0.108205,0.525012
72005.0,71798.0,0.0207386,-0.119619
187787.0,53669.5,-1.92171,1.53368
110021.0,36605.3,-1.76121,-0.0953863
141978.0,24644.3,-2.43493,0.561877
624197.0,317010.0,1.29653,-0.515647
375344.0,192777.0,-1.28354,0.953439
127936.0,106601.0,-0.596806,0.525261
182462.0,102010.0,1.18106,0.392228
63452.3,60011.2,-0.29229,1.73321
1916420.0,1242710.0,0.993054,1.23111
302252.0,76632.3,2.04664,-1.8985
42215.5,40257.3,0.256931,1.54111
1287930.0,989001.0,0.743425,-2.78244
263851.0,89757.0,-1.73878,0.259425
328776.0,42681.3,2.72962,-1.21508
844256.0,695032.0,-0.643215,-2.18299
777041.0,673102.0,0.545008,-2.30686
97156.7,96107.8,0.0471556,2.28995
94888.6,43525.9,-1.41063,1.11759
26829.0,25813.8,0.269895,1.11632
27599.0,24613.4,-0.475404,1.66024
1380050.0,920628.0,0.958649,-0.275706
103095.0,93797.5,0.434998,-2.82949
258708.0,65104.5,-2.0561,-1.50475
105558.0,61268.9,1.1371,2.89007
1227210.0,903179.0,0.812945,2.53868
775812.0,681934.0,-0.515818,0.255951
968997.0,97654.5,-2.98515,-0.175196
715826.0,90974.1,-2.75147,2.30015
44645.4,40334.0,-0.449951,1.63324
105568.0,29732.9,-1.93673,2.03413
1056830.0,1055050.0,0.0433962,2.72748
1230320.0,33796.2,4.28761,1.96465
750498.0,711532.0,0.0271227,1.27051
386399.0,328351.0,-0.568884,2.15334
286001.0,248879.0,0.533257,-0.732424
110992.0,68185.4,1.06108,-2.77392
184689.0,59126.0,-1.80382,-1.59353
921412.0,696509.0,0.782008,2.90596
219135.0,83082.0,1.6238,0.676014
880650.0,538629.0,1.07221,2.65974
190631.0,33970.0,-2.40797,-2.92482
132128.0,31609.2,2.10671,2.85575
48170.0,30802.5,0.990366,-2.49823
402596.0,395830.0,-0.153552,-2.77828
185135.0,153413.0,-0.625783,-2.12036
340308.0,128250.0,1.63031,-0.425494
182463.0,98913.7,-1.22204,-2.26379
1194530.0,1141650.0,0.162496,-2.40008
50443.3,46439.2,0.395048,0.167687
43461.2,36493.5,-0.598312,-2.17647
130134.0,35777.2,-1.96354,2.3316
35465.0,34310.3,-0.213961,-2.99842
671426.0,558363.0,0.622665,-0.192712
132499.0,120934.0,-0.321787,-0.238315
116974.0,95490.0,-0.644322,3.04753
476515.0,433850.0,-0.430396,2.83324
449544.0,425042.0,-0.311741,-1.80685
26189.3,25396.9,-0.162203,-2.76015
255177.0,246487.0,-0.182998,2.84111
741089.0,241463.0,1.7833,-2.43934
240007.0,196338.0,0.654471,-1.24303
1527880.0,1095790.0,0.860741,0.814129
636664.0,134478.0,-2.23616,0.0995002
125844.0,116648.0,0.392282,-2.9217
815132.0,493899.0,-1.0862,-2.1534
758482.0,277776.0,1.66207,-1.20378
52669.0,29000.8,-1.19748,-1.35484
762359.0,583522.0,0.762436,1.85877
1307910.0,66876.1,3.66569,0.465586
479141.0,471524.0,-0.0526449,-0.177123
249982.0,113602.0,1.41716,-0.112541
120124.0,32087.7,1.99328,2.35542
298273.0,225717.0,-0.764215,-2.13198
558635.0,200489.0,1.6815,1.31434
308991.0,79997.2,-2.02394,-0.352707
96211.2,64009.4,-0.936611,1.27932
62801.4,58001.7,0.364929,0.968389
126379.0,57334.1,1.42179,0.430517
60954.4,42569.6,0.891349,1.51676
370635.0,295427.0,-0.649945,-2.5837
263417.0,225073.0,0.541023,2.87403
283818.0,151702.0,1.2358,1.85674
300793.0,248233.0,-0.619614,1.85229
483074.0,247881.0,1.27212,-2.03509
203528.0,92946.9,-1.41771,1.07177
323303.0,29475.5,3.08587,-0.621767
439899.0,430473.0,-0.120549,-2.36438
409766.0,258639.0,-1.01826,-2.70698
1051690.0,870704.0,-0.633105,-2.89636
194568.0,54810.4,-1.93845,-0.11253
26267.6,25732.3,0.185909,1.90791
350110.0,252875.0,0.844957,-2.48112
285655.0,207778.0,0.836352,0.793315
311911.0,206096.0,-0.973364,0.361092
1315420.0,536366.0,1.54512,-2.7671
181635.0,88003.8,1.35165,0.798849
597941.0,592703.0,0.0796822,1.44112
618920.0,125399.0,2.27881,-2.94033
117102.0,33887.7,1.91019,2.40893
534788.0,25191.2,-3.74791,-2.86972
557649.0,422425.0,-0.777393,0.304602
1426320.0,342960.0,2.10329,1.86086
833864.0,311938.0,1.63846,0.957295
150223.0,141132.0,-0.228632,1.84036
141910.0,134949.0,0.282799,-2.50726
109057.0,73009.9,0.952378,-2.05477
701017.0,54529.2,3.24531,-0.682871
68399.5,30589.4,-1.43656,-3.04398
56321.1,24900.7,-1.44765,2.22787
1010910.0,621010.0,1.0636,0.118735
581072.0,488970.0,-0.560982,-1.39195
63457.5,28385.7,-1.44016,-1.53342
2124290.0,588985.0,1.95451,-1.87387
53463.0,43812.3,-0.587509,-0.932905
42320.3,31392.0,-0.794761,-1.89768
33077.9,28880.3,0.494881,-2.29725
519172.0,409723.0,0.702322,-1.71467
165669.0,113407.0,-0.913147,-1.33959
102803.0,90134.4,0.475738,-0.222892
120979.0,52456.8,1.47405,-2.4151
183335.0,40345.5,2.19364,2.25171
1006270.0,528687.0,1.25662,-2.18653
74989.7,73834.8,-0.103898,-2.96584
1065480.0,948725.0,-0.482602,-1.76404
459364.0,284392.0,1.05816,0.752368
241096.0,120741.0,-1.31293,-0.785949
634891.0,576368.0,-0.432558,-0.123859
212446.0,199404.0,-0.347559,2.96107
66696.0,66302.0,0.0925208,0.265825
1067770.0,927901.0,-0.540639,-0.747024
66939.8,65713.9,-0.139413,0.500651
343566.0,340516.0,-0.00996058,-2.83723
729972.0,181225.0,-2.07025,0.689741
72057.7,68569.8,0.297136,-0.842897
130847.0,27263.2,2.24988,0.995426
168521.0,24579.7,2.61225,2.6602
1300790.0,1210260.0,0.380839,0.954167
724907.0,721657.0,0.0220577,-1.07134
862275.0,621868.0,-0.852165,2.06071
135106.0,33484.1,-2.06953,0.516768
677236.0,674638.0,0.0747053,-1.44105
244238.0,236214.0,0.0224935,0.784792
581015.0,70409.0,-2.79978,1.69318
225966.0,211234.0,-0.357591,0.754284
228774.0,162370.0,0.866886,-0.0775803
199039.0,96812.7,-1.34779,1.57949
333271.0,96266.0,1.90912,1.40396
111056.0,80231.6,0.846652,1.59714
74817.4,71342.4,-0.23123,-0.969322
43037.6,25088.7,-1.1298,-2.61303
1535230.0,601722.0,-1.58227,0.749678
330609.0,231081.0,0.888213,-0.640945
161978.0,56794.5,-1.70844,0.0145795
191701.0,26335.6,-2.67306,3.00326
29986.1,25077.9,-0.578551,0.840346
787605.0,638152.0,-0.665953,1.33112
312284.0,300925.0,-0.229731,1.15222
200908.0,135616.0,0.923093,0.743874
139719.0,104178.0,0.792947,-2.8087
88128.0,50678.7,1.1431,-1.8563
351209.0,26370.3,3.28064,2.86499
445980.0,378886.0,0.570609,0.606716
231481.0,204634.0,0.488636,1.48531
171871.0,166707.0,-0.238668,-1.34789
522815.0,50959.1,-3.01866,-1.2272
653076.0,578587.0,0.477352,0.065962
106898.0,52242.9,1.33896,0.178931
36139.5,31966.5,-0.494067,-2.10774
2168440.0,523168.0,2.09947,1.08055
168065.0,84316.8,1.30805,1.39681
784164.0,312382.0,1.5663,0.624108
410950.0,199908.0,1.34687,2.00411
95257.9,93896.2,-0.116743,-2.4903
54317.5,44073.5,-0.665002,-1.86217
39243.3,38028.7,0.00167555,2.71352
286487.0,36388.7,2.75172,-2.64812
683993.0,641325.0,0.353613,1.2105
552222.0,415691.0,0.778527,-1.99301
76089.0,44840.6,1.10661,-2.88136
777062.0,439400.0,1.16982,-2.0498
176983.0,150407.0,-0.535168,-0.786146
32506.1,27841.5,0.563943,2.64268
399914.0,355876.0,-0.485047,-0.74243
1025660.0,277412.0,-1.97958,2.93221
211233.0,201603.0,-0.303122,2.73406
114428.0,65166.4,-1.14711,-1.33817
67870.9,57629.1,0.563484,-0.763886
311844.0,57447.3,-2.3756,0.772616
38627.6,27556.5,-0.85662,1.77818
1211500.0,1017560.0,0.601438,-1.02489
360859.0,303230.0,-0.561462,-2.7813
89846.7,47168.7,1.24274,-1.58861
107494.0,40979.5,-1.61392,-0.306207
95283.0,37219.0,-1.58925,2.53939
2670520.0,787525.0,-1.89132,-1.41502
236799.0,183829.0,-0.721474,2.14667
37928.8,26214.7,0.906219,-2.50599
608208.0,589959.0,0.244454,2.70892
445987.0,35675.1,-3.2173,-2.29033
591809.0,543752.0,0.3064,-0.136767
153129.0,148575.0,-0.167503,2.4036
45094.1,44725.8,0.00523092,0.705543
41969.8,28211.4,0.932226,-0.435194
638995.0,543916.0,-0.564665,-1.1065
353098.0,187517.0,1.24244,-1.57891
254284.0,91288.6,1.68107,1.34342
234803.0,79816.6,-1.73819,1.46373
327365.0,40275.4,-2.78443,-2.67044
640294.0,599045.0,-0.327681,-1.76894
66943.3,58410.8,0.451838,1.5344
191331.0,49957.8,-2.01699,-1.13904
48616.3,48344.7,0.0611373,-1.2093
50304.2,47254.5,-0.293626,-0.278144
101955.0,35328.8,1.71998,2.38101
590586.0,487338.0,0.635579,0.800877
126219.0,124756.0,0.111721,1.29946
52206.3,42707.5,-0.645773,2.47909
60622.5,27467.3,1.42475,0.937193
903101.0,732199.0,-0.626057,-2.56632
739370.0,469510.0,1.01516,1.50072
123583.0,75976.6,1.06199,2.82871
322947.0,69003.6,2.22397,2.15167
791285.0,704075.0,-0.392997,-3.13237
873478.0,674635.0,-0.746159,-0.691055
256907.0,140565.0,1.20853,1.30908
31805.8,31204.8,0.00600803,2.91332
1432880.0,873048.0,-1.07019,0.0370453
537249.0,528790.0,-0.147633,-3.07923
89664.5,72377.5,0.670334,3.03504
85538.9,36195.9,-1.49853,0.777339
552662.0,476234.0,-0.525571,1.50292
263753.0,144021.0,-1.20649,1.90459
411396.0,342657.0,-0.554158,1.41712
279060.0,269868.0,0.23233,1.00164
68556.3,41585.1,-1.07509,2.30361
765436.0,752146.0,-0.161039,1.10173
240009.0,233201.0,-0.227743,0.230944
236552.0,69491.0,1.89463,-2.6633
743727.0,605300.0,-0.650564,0.683204
375734.0,245261.0,0.984063,-1.75449
315790.0,180229.0,1.15688,-0.906786
143214.0,138912.0,0.122379,-2.64993
43928.3,25168.3,-1.14436,1.84568
1095880.0,1049880.0,0.276411,0.960259
288768.0,194521.0,0.945789,-1.81056
411365.0,36786.4,-3.10536,-2.82614
51842.4,31564.8,-1.07335,-2.29437
163405.0,30458.8,2.36366,-1.65551
630471.0,437010.0,0.894416,-0.169129
459800.0,199606.0,-1.47502,1.98924
273097.0,28556.3,-2.94809,-2.19044
1123880.0,282029.0,-2.05882,-2.6836
358124.0,210066.0,-1.12469,-0.609443
613547.0,192591.0,1.82429,0.555254
99189.7,54462.6,1.20539,1.06839
1025640.0,42038.3,-3.88717,2.11557
63007.0,37979.7,1.08789,0.0509621
877014.0,470862.0,1.23093,0.647219
598470.0,391527.0,-0.986791,0.980953
208446.0,166232.0,0.676358,1.81607
83601.2,40501.7,1.34903,2.1372
202444.0,28316.6,2.65473,-0.416674
647854.0,422489.0,0.988175,-0.296895
426696.0,330655.0,0.741404,-2.42598
217919.0,56958.9,2.016,2.69329
83592.4,31773.3,1.62018,0.567048
489463.0,388522.0,-0.677068,-1.8951
281774.0,246777.0,-0.477415,1.96483
156119.0,42736.4,1.96767,0.454565
936877.0,755044.0,0.67795,-0.763047
115552.0,72959.8,1.01845,2.12046
71599.2,70679.8,0.0508036,1.03559
81212.3,29637.4,1.66287,1.53155
32502.3,25261.4,0.709879,0.00211475
891510.0,848154.0,-0.306358,2.30622
235201.0,234700.0,-0.0353925,1.59518
187678.0,181077.0,0.125595,-0.756515
226640.0,159975.0,0.869141,-0.472915
720215.0,79113.3,-2.89864,1.88677
510701.0,33262.6,3.42319,1.99993
26192.9,25941.1,0.0672879,3.00465
781264.0,715317.0,-0.360271,1.73379
177565.0,173054.0,-0.0489066,-2.91068
139532.0,119771.0,-0.547252,2.66963
47264.0,46147.5,-0.0722443,1.06736
1017530.0,1011450.0,0.0756462,-2.15569
1736470.0,587190.0,-1.74736,2.96744
870502.0,562748.0,-0.997894,-2.69389
431963.0,344897.0,0.669028,1.07442
177385.0,133365.0,-0.786205,1.13469
97415.5,92079.8,-0.263954,-2.73421
74837.7,43331.4,1.13672,0.671698
100734.0,36569.0,-1.67002,-0.565705
28262.1,25477.0,0.446166,0.211761
521747.0,469550.0,-0.45719,0.259426
147816.0,146042.0,-0.0447931,-0.28285
1333860.0,1164650.0,-0.506673,1.85809
156879.0,114622.0,0.832967,-0.994494
192862.0,43630.1,-2.16535,-2.42888
754867.0,645974.0,-0.564285,3.13181
730532.0,120445.0,-2.48799,-2.65512
37791.2,37661.8,-0.0487671,1.3014
69574.5,23500.1,-1.74708,2.01056
1011690.0,987220.0,0.213142,0.21204
739061.0,637619.0,0.551436,-1.99932
39599.1,39395.6,0.0756448,0.833182
498828.0,495365.0,-0.0829502,-1.09786
182450.0,145201.0,0.669648,-2.43576
467636.0,119520.0,-2.03852,2.45952
418545.0,312788.0,0.762052,-0.0687897
674406.0,285289.0,-1.49689,0.904739
198028.0,66217.2,1.75854,0.616311
49996.0,48608.8,-0.224267,1.03803
137927.0,33555.7,2.09033,-2.9531
316956.0,311640.0,0.0942656,2.83148
323555.0,305652.0,0.118719,-2.51187
526237.0,213635.0,1.55017,0.269473
1681360.0,927971.0,-1.19831,-0.52185
196183.0,168233.0,0.566792,2.19881
376052.0,324862.0,0.546905,0.28014
303820.0,258188.0,0.579375,-2.11141
281031.0,154116.0,1.20234,2.26943
298946.0,72501.3,2.09315,-2.08206
65440.2,57822.5,0.461727,-1.17284
706780.0,702063.0,0.0757418,3.0154
43391.3,37235.1,0.554805,2.30831
88947.7,29112.3,-1.77878,-2.91713
533538.0,23318.6,3.82289,-0.94512
625113.0,562701.0,0.457357,0.0726317
64021.1,44730.6,-0.87275,0.453031
132537.0,39608.0,1.87711,-1.42028
46623.6,29001.9,-1.03945,-0.962437
1493070.0,618844.0,-1.52708,-0.92612
958000.0,25502.9,-4.31899,-1.50147
738860.0,398724.0,-1.21942,2.39192
239448.0,180975.0,0.777815,-1.28708
43503.4,32178.1,-0.794505,-0.349284
1091610.0,888073.0,0.663534,-1.67822
242204.0,139936.0,-1.14302,0.0997126
280543.0,191882.0,-0.916978,-0.899102
261246.0,115938.0,1.4476,0.131352
91666.3,88295.9,-0.110394,-0.588134
118465.0,75510.7,-1.0039,0.081049
130325.0,75107.0,1.1336,1.7774
87154.9,55380.3,0.996098,-1.57496
97595.4,38589.3,-1.57771,-0.41344
116141.0,30523.4,2.00963,1.79202
1128070.0,433401.0,1.60267,1.86855
135311.0,79734.3,1.11827,-2.94141
79192.3,69160.5,-0.507771,1.40171
189266.0,35302.6,2.36334,0.851176
32245.3,29175.5,0.407075,0.841094
377305.0,365076.0,0.250869,-0.40523
326603.0,294806.0,-0.42814,2.35974
309697.0,148688.0,-1.35855,1.089
110716.0,97570.3,0.504755,-3.0352
175405.0,148021.0,0.564319,-0.942853
156858.0,134471.0,-0.558572,-0.711707
123185.0,120503.0,0.00877929,-2.12548
153714.0,116885.0,0.769267,2.17416
196025.0,105086.0,1.23272,-1.44326
651078.0,574537.0,-0.508389,-1.31285
1142630.0,114316.0,-2.99265,0.276289
585839.0,580951.0,0.053706,0.0205435
544911.0,503523.0,0.353966,-2.24467
336599.0,87315.2,2.0231,-1.3181
78922.5,78210.4,0.0324315,-1.66428
48716.2,47926.3,0.135323,-0.811528
354076.0,344221.0,0.228507,-2.23529
684961.0,323770.0,-1.37831,-3.10462
652442.0,579719.0,0.491475,-3.10526
509672.0,507136.0,-0.0731622,-0.497368
838995.0,591835.0,-0.874349,2.89438
468200.0,141895.0,-1.86148,-0.762036
166335.0,70380.4,-1.50481,2.7762
563510.0,555909.0,-0.149878,0.290234
57262.3,47853.7,0.60095,-2.68728
1048120.0,917757.0,0.520076,-1.1514
384444.0,287666.0,-0.794381,2.84744
1186300.0,1143920.0,-0.235245,-1.39281
136892.0,120859.0,0.487609,-1.75426
199331.0,43167.4,-2.21028,-2.87525
69372.3,31649.0,-1.41117,0.15295
1068280.0,560593.0,-1.25821,0.756323
949723.0,181470.0,-2.33857,-1.48517
217420.0,130710.0,1.08948,-2.65485
1081900.0,107130.0,-3.00302,-1.17885
344154.0,94359.2,-1.96635,2.38873
96819.5,34931.1,1.67281,2.78915
799938.0,424991.0,-1.24524,-0.719297
221392.0,96943.3,1.4654,0.524541
942776.0,58809.0,-3.46663,-2.08318
59574.2,29396.9,-1.3165,-2.14149
1705050.0,343015.0,-2.28622,-0.614535
377811.0,314155.0,-0.578846,-1.06567
221332.0,137002.0,1.05323,-0.300377
246595.0,40662.7,2.48785,-2.29427
523409.0,517762.0,0.10586,2.149
239355.0,144355.0,-1.08735,-0.264699
149334.0,46800.0,-1.82661,2.61971
86753.2,28481.8,-1.7769,-0.770323
572985.0,470730.0,0.637856,-2.56008
438058.0,374581.0,-0.570173,-0.591463
507032.0,361569.0,0.865059,0.33843
387123.0,65509.4,-2.46155,-0.864161
138317.0,65269.5,-1.38014,0.0574457
33699.3,31859.2,0.313718,2.97031
804017.0,667819.0,-0.619259,2.09223
88035.5,28423.0,1.79414,0.84186
1061610.0,756746.0,0.865984,1.43949
528045.0,25847.6,-3.70943,0.979184
489286.0,406983.0,-0.623523,-0.959562
573406.0,363507.0,1.02535,1.2795
122767.0,47413.9,1.60238,-0.844011
1572570.0,425180.0,1.98214,-3.10155
300106.0,277661.0,0.391745,1.29265
248117.0,29773.0,-2.80904,0.960857
948283.0,237729.0,-2.06044,2.59068
151642.0,148701.0,0.189354,1.28909
850562.0,128653.0,2.5757,-0.608439
141391.0,128119.0,-0.426883,1.44934
808023.0,432380.0,-1.23654,-2.49243
188562.0,167434.0,0.428477,2.78612
233481.0,25606.2,-2.90014,1.02427
603722.0,515341.0,-0.562821,3.05726
501051.0,207122.0,1.52563,-1.12964
142296.0,82524.1,1.13752,-0.445754
218106.0,74123.6,-1.7401,2.96509
280833.0,28810.1,2.9673,2.37402
636335.0,628353.0,0.0379456,1.76669
156106.0,134818.0,-0.547472,-0.468494
1415600.0,26962.7,4.6539,1.51168
838401.0,782112.0,0.314344,0.19245
83596.5,77207.1,-0.37447,1.61482
27868.6,26265.4,-0.208507,-2.62168
208974.0,25337.8,-2.7987,2.34105
620556.0,602185.0,0.232263,-1.57738
525349.0,130570.0,2.06857,1.65362
68202.9,41586.1,1.05838,2.65842
1067370.0,965496.0,0.445577,-0.233957
769034.0,477647.0,-1.0537,1.14409
128695.0,76790.9,-1.07466,0.0366639
783585.0,691898.0,-0.484377,0.292262
506984.0,175733.0,-1.71359,-2.37476
615442.0,467072.0,0.768724,2.06438
402381.0,165784.0,1.53256,-1.5376
422626.0,37660.0,3.1089,1.09159
2217740.0,933462.0,1.51079,3.09578
338191.0,316598.0,0.361807,-0.497672
1753620.0,46194.9,-4.32953,-2.41083
2117620.0,1248530.0,-1.12015,0.769738
161235.0,155636.0,0.26045,-2.00666
2841520.0,777747.0,1.9694,0.0843992
153988.0,131419.0,0.568355,-2.15082
27718.2,27305.2,0.0951479,-1.68328
453568.0,437557.0,0.262949,1.62436
415578.0,170039.0,-1.54031,-2.01922
283805.0,101523.0,1.68522,-2.18183
29118.7,24732.7,0.561778,0.367821
653436.0,591721.0,-0.440897,-1.08079
103202.0,48900.7,-1.36715,-1.56669
33403.8,31477.1,0.272041,-0.466666
341063.0,309389.0,0.415685,-1.12078
129127.0,116781.0,-0.393216,2.86622
918365.0,105043.0,2.85774,-0.734087
63515.7,55890.9,-0.493512,-1.38359
62835.2,45179.1,0.837545,-0.417771
1755240.0,1121410.0,-1.01556,1.25137
170266.0,168532.0,0.108521,-1.94366
185795.0,95682.6,1.27747,-1.60338
550761.0,68321.8,-2.77587,-0.536891
47623.9,42256.1,-0.455868,-1.10315
813996.0,273136.0,1.75513,-1.16316
235780.0,179066.0,0.773936,2.54521
163396.0,119992.0,-0.807589,0.754324
173067.0,66934.8,-1.60272,1.22617
43551.1,38095.4,-0.494407,0.192129
721420.0,507958.0,0.886142,-1.82815
749538.0,206440.0,1.96124,2.61841
490683.0,359555.0,0.826201,-0.396847
254349.0,214694.0,-0.580609,2.20665
133409.0,50131.3,-1.63201,-2.9315
565706.0,35788.4,-3.45248,-2.75712
34643.9,33027.2,0.142528,2.63205
1341830.0,809942.0,1.09008,0.224627
627165.0,336881.0,-1.23261,1.4867
675172.0,234404.0,1.71893,-2.54688
374243.0,55684.7,-2.59213,2.73333
118140.0,50752.0,1.48786,-1.97301
652632.0,32496.4,-3.69236,-2.26746
820586.0,30752.7,-3.97677,2.82487
640091.0,449093.0,-0.881305,2.40365
135018.0,108375.0,-0.669762,0.447488
717649.0,75003.4,-2.94845,-1.289
220475.0,32153.6,-2.61236,0.0935238
536373.0,462644.0,0.55185,1.15772
146520.0,145341.0,0.0469467,-1.39316
259175.0,24925.0,3.03238,-0.1803
77427.4,24574.5,-1.81255,-1.66385
1170620.0,567410.0,-1.35234,0.602232
191150.0,117752.0,-1.06207,-0.142239
161503.0,31281.2,-2.32443,-2.06339
926116.0,811590.0,0.516764,-2.04888
504835.0,463505.0,0.313279,-2.284
84285.5,75197.2,-0.477099,1.31182
65293.3,49167.9,-0.774701,2.05824
1450900.0,43866.3,-4.19168,0.851889
64726.9,35928.7,1.18461,-2.1635
1258350.0,489902.0,1.59301,1.34272
301828.0,190590.0,1.01678,-1.4046
41752.0,27467.5,0.964387,2.79374
815933.0,593254.0,0.816252,-1.55607
164857.0,36400.0,-2.19034,-0.259274
708075.0,32978.6,3.75922,2.98563
355928.0,312943.0,0.499471,-1.15586
566905.0,229705.0,1.55148,-1.17822
165370.0,118364.0,-0.817221,-1.64671
52321.5,35487.6,0.920829,-0.48726
1223960.0,1203270.0,0.170309,0.332613
114509.0,103408.0,0.40764,2.80172
99239.9,81370.4,-0.640565,-2.89705
40407.7,24359.1,1.08965,0.031497
607171.0,358362.0,-1.09645,3.04882
239701.0,139757.0,1.12868,-0.211832
51740.8,48902.8,-0.310307,2.74546
55438.6,36898.7,-0.962943,1.60576
96335.6,36360.8,-1.62434,-2.86428
728562.0,722500.0,0.11443,-0.666237
846641.0,391777.0,1.40121,-3.04557
275803.0,34873.1,2.75642,-0.183764
417643.0,220928.0,-1.24827,1.34545
360210.0,196893.0,1.21063,-1.27037
222895.0,72094.7,1.78892,1.94898
591978.0,69426.9,-2.83261,0.16774
698323.0,60392.1,-3.13899,-2.87365
84221.7,37612.6,1.43872,0.515373
655258.0,639762.0,0.163077,-3.0679
646123.0,369817.0,1.15324,0.220604
360179.0,173025.0,1.36258,-2.68307
295442.0,151157.0,-1.28788,-0.995171
126930.0,33797.0,1.99706,1.83645
1469160.0,633023.0,-1.48461,0.650039
119157.0,70453.9,1.11314,-1.49677
402865.0,342495.0,0.571278,0.19559
335082.0,262729.0,0.718089,-2.29321
107124.0,70256.4,0.983915,0.693733
70360.3,66505.4,-0.321395,-0.0274991
139033.0,41923.4,1.86765,2.79444
809182.0,757823.0,-0.328423,-2.84672
590746.0,513795.0,0.529328,2.60823
851888.0,223111.0,-2.01481,0.557758
212163.0,60664.3,1.92272,0.483299
280492.0,37862.0,2.69101,-0.699509
597120.0,589393.0,0.131238,0.227309
218912.0,202636.0,-0.384805,2.70016
372854.0,187716.0,1.30131,1.33994
131511.0,117303.0,0.481348,3.11138
2593700.0,540695.0,-2.25,2.3584
230475.0,215998.0,0.330192,-0.316867
372799.0,365317.0,-0.170433,2.15872
359718.0,239074.0,0.964573,-0.480415
233233.0,72543.0,1.83456,3.01773
84427.7,69489.6,0.606663,1.99464
67052.0,29053.4,1.4772,0.0819794
572136.0,328068.0,1.15174,0.456439
182655.0,157002.0,-0.558847,-0.859192
87173.7,84576.8,-0.236684,1.84918
283230.0,57582.1,2.27518,-1.26033
699994.0,662057.0,0.259886,-0.119171
905993.0,327693.0,1.67246,-0.299349
1322370.0,1053570.0,-0.695521,0.417822
494835.0,39224.7,-3.22636,1.94485
956921.0,584391.0,1.07133,-0.340309
539767.0,110993.0,-2.26385,2.54917
218112.0,53492.9,-2.08248,0.0420222
499278.0,34648.2,-3.35977,2.60559
323049.0,31668.6,3.01263,-0.157551
502287.0,491697.0,-0.197221,2.66836
199370.0,93473.1,-1.38791,2.61719
61235.7,48279.0,0.708072,1.01837
413007.0,340843.0,-0.63421,1.12616
